Dolphins|4.76|1-2|0.532|1.3931140000000006
Dolphins|8.1|3-1|0.915|1.254861
Dolphins|11.34|4-2|0.201|1.6295940000000009
Dolphins|14.9|5-1|0.742|1.4060819999999996
Dolphins|17.8|6-1|0.690|1.520938000000001
Dolphins|17.8|6-2|0.314|2.9001279999999987
Dolphins|27.8|8-3|0.271|2.1514640000000007
Dolphins|36.7|12-2|0.112|1.1499589999999955
Dolphins|53.15|18-2|0.453|0.9715190000000007
